ip_location,content
江苏,可问题是我婚都结不起怎么办，好几年没攒下彩礼钱[泣不成声]
河北,就是时代在进步，思想在发展
广东,90后的状态，结了婚的想离婚，没结婚的又找不到有孩子的活的像条狗，没孩子活的像个鬼。有家不能回，没家四处飘。
山东,[图片表情]
湖南,我近视不能结婚
重庆,反正我觉得结了婚感觉挺好的，有人一起做家务，给我做饭吃，生病了有人照应，钱还可以花2个人的[大笑]
未知,离婚该不该要孩子
未知,我爸妈可不觉得最幸福的瞬间是跟我有关[微笑]
未知,孩子真的让我改变了很多，改变了我的自卑，她的成长让我接受了我的成长！我原来的自己真的不是我认为的完美！她的到来我无法抗拒，她教会我分分钟做人，我想和她一起成长～她是独立的，我也是！
未知,[赞]
未知,我最大的恐惧是：我给孩子带来了痛苦。从出生起所有的痛苦，都是出生带来的，快乐只是痛苦的附赠品。
未知,我的基因不好，没必要延续
未知,错，我是怕给不了他好的生活和人生，不想他像我一样苦
未知,害怕生孩子的理由，是不想自己的孩子来到这个世界上！受苦！怕他们太平庸！怕教育不好他们！害怕很多很多！让整个人特别焦虑[流泪]
未知,因为很少人受得了一生不结婚单独过到老。要结婚就要生孩子，不然几十年的婚姻生活怎么过？就这样，结婚了，生孩了，一代代这样过。能单身的人不需要婚姻来打发人生，就不需要生孩子来维系婚姻。
未知,高人高见，受益匪浅，感谢分享[鼓掌][赞][抱拳]
未知,我怕夫妻过不好害了孩子.其实还是穷
未知,我身边除了我其他人都生
未知,谁带？没钱呀
未知,其实生孩子没啥，最害怕爸爸不能分担共同的责任，生了孩子变成妈妈一个人的，太累了！
未知,丁克，养不起孩子
未知,有孩子，痛并快乐[赞]
未知,已经有了孩子就要好好负责.我个人觉得一个孩子就够了 反正我不生二胎 不后悔生我儿子
四川,到底什么才是“孝”
四川,时代造就观念
上海,[玫瑰]
湖南,人类的进步来自于不听从上一辈的想法。
广东,我不禍害自己的後代 [比心]
广东,第一个和第三个，跟我爸妈说的一模一样[尬笑]
未知,[流泪][流泪][流泪][惊讶][惊讶][惊讶]父母最心酸！
未知,很多人都是一眨眼就错过了而已
未知,我的儿子让我打开了探索人性、教育的大门，让我懂得终身学习的重要性，让我学会情绪管理，时间管理，财务管理。
未知,你错了，特别勤快的父母培养出来的孩子更懒！什么都替他做了。反观懒一些的父母培养孩子更勤快一点
未知,生了孩子就要放弃自己的人生
未知,生孩子要面临生死考验
未知,我的儿子那时候才8个月，与她奶奶一去到我娘家去，娘家的人都说小成明回来了，长得太像我了[偷笑][偷笑][偷笑][偷笑]
未知,生命的延续[呲牙]
未知,反正我就是高傲的不生 今年六十岁了 还没老婆 做个丁克[抠鼻]
未知,降低预期，享受被需要，学会放手
未知,[赞][赞][赞][赞][赞][赞]
未知,人只是传播信息的载体[呲牙]
未知,对啦变量，很多人对自己不满，他们怕孩子还不如他们[呲牙]
河南,OK 2023年8月20日11:11:48分在抖音确认了 我是不孝子[尬笑][尬笑][尬笑]
广东,作为一个🌈，作为一个完全不想结婚女生，作为一个不想生子的女生，我的爸妈完全属于第一个那种
广东,就想问问他们以前那个年代有没有1000万一套房的。[笑哭]。
重庆,我们那个年代……
内蒙古,额我都这个德行了 我生的孩子能靠得住吗[送心][送心]
山东,服了[吐血]
江西,因为不想自己的孩子再过一次自己的经历选择不生，我不希望我的孩子童年不幸福不自由[比心]
广东,…….
安徽,不想结婚的一部分原因也是他们那个年代的父母吧，原生家庭听说过吧？
江西,我体寒，不能生[送心]
四川,我勒个豆啊太逆天了[鞠躬][鞠躬][微笑]
未知,除了养儿防老找不到第二个生孩子的理由
未知,如果可以重来我也不想生，把他们带在身边一边上班一边带他们供他上学没存款每年都是负款，一身债，如果可以退货的话，我都想退了，累啊
未知,不想让孩子吃苦头
未知,爱孩子，为了陪伴
未知,是真的，哪怕嫁错了人，没有孩子离婚容易很多，可是有了孩子怎么都难
未知,不生孩子我跟我老公可能结婚半年就离了[捂脸]
未知,为啥我公公婆婆勤勤恳恳大半辈子，我老公却懒得生蛆
未知,说的非常对！[赞][赞]
未知,如果生孩子不疼，我可以生100个[泪奔]，如果生孩子让我感觉到疼痛，那我一个也不生[捂脸]因为我超级怕疼
未知,[图片表情]
未知,[赞]真棒！
未知,说的真好
未知,为什么每次前面放瓶醋？
未知,育儿的过程真的在不断地认知自己[泣不成声][泣不成声]修行自己 其实我们也该感谢孩子让我们的人生多了很多可能性[比心][比心]
未知,婚都没结，为什么给我看这个[泪奔]
未知,恐怖没钱啊，没钱很难啊[捂脸]
未知,说得太好了[赞]，见证孩子的成长也是个人成长的高光时刻
未知,"有了孩子很辛苦很累。工作压力，物质缺乏，教育方式，有时候倍感压力。
近期学了正面管教，我更加接纳我的孩子！以前看到他哪哪都不满意，现在却是心生欢喜，感谢孩子，教会了我爱的意义！"
未知,赞同[比心]
未知,不愿生孩子 还是怕教育不好 成人以后碌碌无为 孩子会憎恨自己把他带来世上
未知,生孩子是为了以后自己老了不能动了，可以有个人打理自己。
未知,不能下载转发吗
未知,是个大事情，必须早点生
未知,说得很好感触很深
未知,怀孕时别人只跟你说生孩子会有多疼，没人跟你说养孩子有辛苦。孩子一岁前一边崩溃一边自愈，常常怀疑自己为什么要生孩子找虐受，甚至会有后悔的念头。
未知,孩子是一个家庭的希望就像一道光照亮一个家，成立家庭生儿育女能让一个人的生命更有宽度，孤独终老的人一定没有有家庭的人的生活更有色彩
未知,我觉得没孩子挺好的，我和我对象都不想要孩子，所有的钱可以自己花，自己享受一生，而不是让孩子让自己陷入水深火热中，反正人最后闭上眼，所以自己的一生一定要过得快乐。
未知,你是男的你当然可以这么说，毕竟生的不是你[微笑]，再就是我倒是不怕生孩子，我怕的是我把孩子生下来却不能带给他幸福的人生。我怕他跟我一样经历一遍糟糕的人生。生下来就要对孩子负责，而不生，也是。
未知,我的理解嘛，就是，人生本无意义。[捂脸]如果再不生一个娃。人生就彻底没有牵挂了。[捂脸]估计你也就没有下辈子了。
未知,一到了跟亲戚照面的时候总会有人明里暗里的劝生孩子，我真的不喜欢孩子，我也不相信我会是个好妈妈，有时候又觉得家里人总盼着，这种感觉真的不好受[泣不成声]
未知,如果你失独一次，你就不会害怕生孩子，你还会后悔自己没有多生一个[流泪][流泪][流泪]
未知,如果重新来过绝对不会生孩子[呲牙]什么传宗接代养老送终在我心里不存在[玫瑰]不让孩子来受苦也不让自己那么累[玫瑰]看开就好[大笑]
未知,我怕疼，哪怕打无痛，我也怕意外，毕竟概率这个东西谁也说不准。我怕我以后养不好ta，不能给ta最好的，而且我觉得我自己攒钱到老了可以自己请人照顾自己。（个人观点勿喷）
未知,如果有选择我并不想来到这个世界，人们总说做父母多艰辛，可那都是他们自己的选择，而孩子从出生时就没得选择。不幸福的孩子，比做父母的更可怜[微笑]所以我也并不想做谁的父母，好不容易熬成大人的[微笑]
未知,孩子让我们完成 从享受被爱 到学会付出爱的成长 如果你真的觉得孩子降低你的生活质量 耗费你的精力和金钱，那说明你还没有完成自我内心情感的成长，还是不要孩子好，否则对孩子也不公平。
广东,都讲一堆大道理 又说不出好处[看]
福建,我勒个豆[捂脸]
四川,有的父母自己过得不如意  还要自己的子女也去吃一下苦  才觉得对[捂脸]
广西,《这个我说不上》[图片表情]
未知,你大概搞错啦，恐惧才促使一个人生孩子，不恐惧才更愿意独自面对这世界[看]
未知,不生一生遗憾 生了天天后悔
未知,最大的变量是孩子父亲吧，这个年代的亲密关系，信任危机是最大课题
未知,现在毒鸡汤太多了，让很多人恐婚恐育，我自己还有身边人生了孩子的都很幸福，所以关键在于自己有没有能力去好好生活。结不结婚生不生孩子都是个人选择，阴阳怪气的说话只会让别人觉得你更low
未知,女生对另一半没有信心，也是不想生孩子的一个原因
内蒙古,传统观念[尬笑]
河北,我是新时代青年，我十年苦读是为自己的自由，是为了自己的幸福，别管他们怎么说，我想怎么样就怎么样[尬笑]
安徽,思想的代沟，已经是无法跨越的鸿沟，没办法的 ，只有这一代过去了，思想差距才会越来越小。。
浙江,大家没必要去骂，因为人家毕竟也是老一辈，思想很[微笑][左上]所以不同人有不同的观点，尊重每一个人的观点，希望不要引起太大争议，真的感觉网暴很可怕[流泪]
甘肃,第一个老人家好可怕
重庆,为什么没人夸第二个阿姨呢，第二个阿姨很开明很实在的呀
广东,是否结婚，是否生孩子，都是每个人自己的选择，自己的生活方式自己做主，就几十年而已， 随心而活
广东,我确实不孝
广东,"我们那个时候[思考]
那能怪谁，怪自己投错胎吧，不晚出生几十年[干饭人]"
河南,无所谓，我有罕见病，名正言顺不婚不育[送心]
广西,《这个我说不上》
山西,我喜欢女生，这个婚结不了一点
湖南,不懂就问，让自己过得舒服一点是犯法了吗
湖南,不接受的为什么不能自己结婚呢[疑问]
湖南,“说不上有什么好处”[调皮]6的嘞
江苏,《这个我说不上》
安徽,我觉得结不结婚都是个人选择 不需要上升到什么不孝。我是结过婚有孩子的。但是我认为这个得尊重孩子个人选择。父母再着急也不能强求。毕竟结婚是一辈子的事。
广西,反正我妈已经同意了[捂脸]现在开始召集老年朋友
浙江,家里又不是特别富裕，又没有皇位要继承，生出来的孩子反而会给家庭带来压力，父母又希望给孩子最好的，但又做不到，这个孩子难道必须就要出生吗？[尬笑]
辽宁,自己怎么舒服怎么来，人就这一辈子，不能委屈了自己，老了没有依靠无所谓呀，反正我快乐这么长时间了，老了没依靠也是我应得的[调皮]大不了养老院待着呗，实在不行就嘎掉，反正这辈子快乐够了[调皮]
重庆,父辈是穷 我们这代人不单单是穷 还有各种情绪压力 那时候穷不用愁房贷车贷 有饭吃不负债 现在房贷车贷不说单单养个孩子压力大得不行 所以老人总爱他们当年怎么怎么穷啊 其实每个年代的人需求不同 压力就不同 最好的年代就是75年至85年的人 发展风头空间大
山东,我也想生 但是我油皮 实在生不了[微笑][左上]
广东,最讨厌找一辈的人说我们那个年代[困]他们那个年代物价贵吗？[困]
广东,能不能采访90后00后的想法啊[泪奔]我不想听这些老人家的[泪奔][泪奔][泪奔][泪奔]
湖北,以前确实穷，但是以前能弄口吃的就行，现在呢
广东,我只能说，没有人会喜欢穷的家庭[可怜]
安徽,我从初中就跟我父母灌输我不会生小孩[呲牙]
湖南,[比心][微笑]老一辈:我爱吃苦[微笑][比心]
浙江,你们那个年代管我们现在什么事？？？你那个年代多穷和我们有什么搭噶？？？你穷还怪我们啊别太酸了[调皮][调皮]
新疆,我真的很不赞同第一个人说的话什么穷就穷养富就富养 ，既然他们都经历过小时候被穷养的那段经历饥一顿饱一顿的 ，为什么还会选择在穷的时候生孩子呢 让孩子生下来跟你受罪 反正以后只要我穷 ，我就不会生小孩[送心]
河北,长辈说不生小孩你老了怎么办，到底怎么回才能说得通（不要那种大病就死的说法，会被打[流泪]）
湖北,想生孩子的人只有两种，很富有的人和很穷的人[尬笑]
未知,为啥不生？抽盲盒你敢认真吗，认真你就输了，太认真的人都不愿参与！为啥去生？人性猎奇心理，从众心理，侥幸心理，还有认知偏差，所以去生！
未知,说得很好。可是这天天突破天天奉献简直太累了。而且你可能低估了“一个孩子真的能让妈妈的事业一事无成”如果你家没老人看孩子
未知,生孩子的本质！是为了让他来到这个世界体验时代新科技，感受物质生活！什么都没有的就不要造孽了！不是让你的孩子来替你承受比你更痛苦的传承[感谢]
未知,繁殖对我来说没什么意义，因为从小到大就被母亲逼着做这做那，受尽了各种体罚和侮辱，以至于长大以后心理创伤还是难以愈合。所以不要孩子最好，免得重蹈覆辙。[微笑]
未知,其实是因为闲，不然你一辈子的生活不知道怎么安排，就是这么真实
未知,有了孩子，还把父母杀了呢，那不是找了一个杀自己的人吗？生了一个杀了自己的人，而且现在病情疫情还这么严重，生完了再得出点啥，并储为啥呀？自己还没活，咋地呢？让孩子受罪
广东,时代不一样了，别老把以前那套拿过来压孩子
新疆,最讨厌张嘴就是我们那个年代，完全不一样好吧
福建,对于婚姻幸福的人来说，结婚还是有好处的吧，又不是所有婚姻都不幸福
山东,看见了吗，没有一个人说出结婚的好处
上海,橙色衣服大叔，他在听问题的时候的表情，我感觉他要揍我[恐惧]
辽宁,最讨厌听到“我们那个年代”，你们不好过，别人也得不好过?
陕西,一代人有一代人的长征，那我还说他们那会不用交社保，但现在又在享受退休金呢[微笑]
上海,还是女的开明[赞][捂脸]
内蒙古,有不想结婚的吗[捂脸]
四川,他们那个年代有房贷这个说法吗[捂脸]
黑龙江,因为以前的人就觉得生孩子，以后人丁兴旺家庭就能富裕了，孩子能带给他们财富，他们不会惯孩子能不能过得好？能不能给孩子有好的生活，但是现在的人他生孩子，他考虑的是孩子，今后能不能生活的好，能不能给孩子一个好的教育给孩子一个好的发展，而不是想着生一个孩子以后给自己挣钱话给自己养老，这就是区别
河北,你们那个年代……你们那个年代还包分配工作呢，现在也给我分配一个呗[冷漠]你们那个年代几万块就能买房，你现在给我买一套呗[冷漠]
山西,你们那个年代大部分都穷，我们这个年代就得跟着穷？人活着是为了更好的生活，而不是道德绑架！
四川,"除了第二个阿姨我只想说：
老来心宽人生意
毕事完结事业升
登远望尽百福来"
辽宁,人家老一辈人都怎么讲呢？不孝有三，无后为大[泣不成声]
广西,从小到大听过最多的 就是：在我们那个年代……[微笑]
未知,人早晚都会死，有孩子无孩子能怎么的呢？谢大脚够有名的了吧？人家不也没白活一辈子吗？比我们这普通人生孩子的有用多了，人家钱也有了，名儿也有了，我连一年一个脚趾头都比不上
未知,怕教不好不会教
未知,[暗中观察]自己还未温饱居无定所，为何让他来到这个世界受苦
未知,我觉得大多数不想生孩子的都和原生家庭脱不了干系吧，我父母吵架一辈子，父亲酗酒，母亲强烈的控制欲，为了争论个对错能让全家不得睡觉，爸爸掀桌子，举菜刀，经常我都是半夜12点才能睡觉，在被窝吓得直发抖，我今年30了，但是对父母这份怨怼，不曾消失过，潜意识里母亲吝啬对我的抱抱和鼓励，长大后从来都是严厉冷漠，妈妈好像在我小时候一直绷着脸，我就想是我哪里做错了，我也改变不了她的表情
未知,我都看不到希望 我干嘛要生孩子
未知,生孩子不难，养活孩子也不难，最大的原因，我觉得是只要自己不死，不管自己多大年纪，孩子多大都要为其的健康安全操心，担心！我自私，我害怕我承受不了他有任何意外，因为一生太长，有太多不可预知
未知,作为孩子角度希望你们明白：这个世界很苦，如果说你们想要孩子来改变生活质量，那我奉劝你别要，因为世界很苦，你都改变不了，你再让你的生命体去改变这行不通，第二快乐，是让孩子快乐还是你生完孩子觉得很快乐
未知,买不起房，没人嫁给我，孩子不孩子的无从谈起
未知,孩子太无辜，这世界不值得
未知,别说那么多了，生孩子是为了不让别人说闲话，如果不在乎别人，真的可以不生
未知,感觉自己基因不好，孩子学习不好，在社会最底层。其实生命没有太多的意义。
未知,有钱和没钱的才会多生，而有点点钱家庭条件将就的不会生[偷笑]
未知,没找到生孩子的意义这一个答案之前我是不会去做这一件事的
未知,感觉大多数生孩子就是为了感动自己
未知,呵呵呵，现在和以前不同，现在小孩什么都要会，付出不一定成，这是一个有着具大风险的投资，谁知道你生的是什么。更何况问题基本在男的身上，如果大多数男的能教孩子妻子有自己一份稳定的收入，谁不会生小孩
未知,如果说所谓的幸福是建立在，孩子将来去给别人当奴隶的基础上、建立在孩子将来一辈子上班、工作的基础上、建立在孩子将来痛苦的基础上，如果孩子的出生是为了继承焦虑、迷惘、贫穷、吃苦、受罪、受难、上班和工作，不生也是一种善良，而不是打着爱孩子的名义，干着伤害孩子的事
未知,生出来也是打工仔，我选择不生
未知,不生娃也是一种责任[赞]
未知,我觉得孩子很烦[看]
广东,活自己的，不评判别人
江苏,这个我说不上[舔屏][舔屏][舔屏][舔屏]
吉林,对我妈都无语死了，天天因为家里事儿对我妹和我甩脸子，好像我俩欠她是的，结果一说不结婚就是有病，她过得不幸福也是她应得的 [送心]
江西,家人们不生小孩老了没有依靠怎么回啊[流泪]真无语
广东,问小孩不结婚个个不愿意，说结婚好处一个说不来[尬笑][尬笑][尬笑]
广东,我之前也说不想结婚啥的 我爸说我自私 我也懵了[绝望的凝视]
广东,轮不到他们接不接受，自己的人生自己做主呗
北京,感觉评论区那么多人家庭都不幸福，我从小感觉有一个家庭那么温暖，有什么事情有依靠，快乐可以分享，痛苦可以分担。以后结婚一定要再生一男一女，和和睦睦一家[憨笑]
吉林,《我们那时候更穷》《穷就穷养 很简单》《这个我说不上》
河北,他们老了，不明白很正常
江西,有什么好处，我说不上[尬笑]
辽宁,生小孩是为了老了有依靠的话对孩子公平吗[微笑][微笑]
北京,都什么年代了还依靠孩子生活
四川,“我们那个年代”一说出来，窒息感扑面而来[流泪][流泪][流泪]
内蒙古,《我们那个年代》
山东,已读不回，不接受 [送心]
内蒙古,你们那个年代怎么了[抠鼻]
广东,道理一大堆 好处是一个说不出[看]
四川,经典我们那个年代
广东,你们那个时代100块吃好喝好能吃一周[泣不成声]
福建,第一个 典
四川,有什么好骂的啊，每个人有每个人的价值观人生观，怎么着刷个视频发现不是全世界豆保持同一种观念就破防了呗，评论区某些哒姐别给我们丁克招黑[惊恐]
山东,《我们那个年代》
山西,针对第一个老头说的话。他们那个年代，小孩子长大十五六岁的时候就可以干活，去种地。一般上到初中就不上了。现在别说15，就是二十五六岁都有不一定有经济收入。[微笑]
江西,百善孝为先，评论区怎么还有问为什么孝的😅
河南,第一个在家肯定是那种衣来伸手 饭来张口，老婆做饭还挑剔的那种男的[撇嘴]
广东,以前的贫富差距有那么大嘛？张嘴就来你们那个年代，思想还是停留在以前。
福建,哦 家人们早餐打算吃啥呀[色][比心]
福建,老一辈的人很多思想不健康
云南,不生，不生，不生，不生，不听不听，不听不听，不听不听，不听，不生，不生
广东,老了没依靠就没依靠呗，就我这天天熬夜起床都眼前一黑的身体能活到老都不一定[呆无辜]
河北,经典 我们那个年代 [舔屏]
四川,为什么要去听一个只是比你年纪大，但是也许是小学文化一直生活在底层的人的毒鸡汤
江苏,记住，那个年代已经过去了，一代人有一代人的活法，别被道德绑架了
湖南,他们那个年代是有自己的房子的，有自己的田的，也不是很需要买车的。而且那个时候的人名大部分都很淳朴，大部分。哪里像现在的男人，你能找到一个老实的，看一个三观正的有一点上进心的，就很不错了。
未知,对[赞]
未知,女性的苦难基本都是从生了孩子开始的。
未知,每次看到特别穷苦的，不温暖的环境下，那些精神苦物质苦的孩子，真心疼，不来多好
未知,太有思想的人生不了孩子
未知,生孩子一辈子受罪，不生孩子老了受几年罪，爽了一辈子，临死遭几年罪是我应得的[泪奔][泪奔][泪奔][泪奔]
未知,如果没有离开男人独立抚养孩子长大成人的能力，我个人还是不想要孩子的[黑线]没办法把自己的一生赌在一个男人的良心上，毕竟赌博这件事情，十赌九输[祈祷]
未知,生娃就是个坑
未知,现实中生了孩子大多不幸福的
未知,感觉男人要孩子舒服，女人要孩子要遭罪更多甚至死亡。
未知,过来人告诉大家别生孩子[灵机一动]
未知,太费钱了，今天带孩子出去玩花了五六百[泪奔]
未知,，还养孩子，结婚就是受苦
未知,主要是生孩子的过程太可怕了，对女孩子而言
未知,只要家长或者孩子能明白孩子是一个独立的个体这个概念，也不会有那么多妈宝男了
未知,人的生命终于到任何的人事物都是有时间段的，笑有时，哭有时，所以孩子是礼物有了就感恩并带着责任养到成年也会离你而去，没有也是一种缘，不用刻意做什么
未知,笑话，简直是笑死我了，如果你要是一个穷人，孩子除了会让你更穷和那可笑的希望以外，没有任何可取之处，如果你有钱，才配有你所说的这种感觉
未知,生孩子费钱[泪奔][泪奔][泪奔]
未知,奉劝广大女性不要生娃儿，不值得
未知,还是不生了 心好累
未知,普遍不生孩子慢慢无人区了
未知,你把生孩子的意义都排除了
未知,我跟我媳妇都是独生子女，也只有一个孩子，我觉得生一个就够了
未知,关键是怕生个孩子万一他半途夭折了怎么办？！[看]
未知,最恐惧的是 女生生孩子真的痛[泣不成声]
未知,千萬別生[泣不成声][泪奔][泪奔]
未知,我喜欢孩子，我图她会叫我妈妈，会在感情上依赖我，被需要，被爱
未知,因为人也是动物，生孩子是根本基因决定的，实际是没什么意义的
未知,排除传宗接代、养儿防老，再找不到任何一个理由生孩子[捂脸]如果有，就是自虐活够了[捂脸]
未知,人生下来就是痛苦，何必呢
未知,到处病毒，环境污染，食品空气水都不安全。。让孩子来到这个世界上干啥。
未知,为了基因不被淘汰，老了，有人养老，谁都靠不住，只有孩子最可靠
未知,你这是站在中产阶级以上人角度考虑，没有考虑生活在温饱线和油盐酱醋上挣扎的大众家庭，这部分家庭恰恰是最多的
未知,如果不生孩子，有钱人怎么驱使穷人从事苦脏累的粗活呢？就没了劳动力，没使唤的人了，穷人越多，在富人眼里看来这廉价的劳动力越贱
未知,孩子是给国家生的
新疆,结婚生子是生活的必需品吗[尬笑]
广东,说不出来有什么好处[泪奔]
河南,你们那个年代不用买房子吧
江西,说实话我还挺想要一个小孩的[衰]
湖南,这么说吧，凭什么有的孩子生下来就要被穷养呢，他有选择吗，可是我们可以选择，所以他选择自己穷孩子也穷[微笑]
广西,《这个我说不上来》[捂脸][捂脸][右边]
河北,第一个好窒息[绝望的凝视]
IP未知,第一个最搞笑 压力再大也要养 明白了 所以那会儿压力大 难怪养出来他这样的
贵州,我公婆说养小孩一年用不了三千块，说我们存不了钱不要拿小孩当借口，三千块好大的钱哦[泪奔]今年生病一次住院都花了俩万
新疆,第一个看样子就能看出来他会怎么说
安徽,怎么说呢，孩子是人，是一个独立的个体，不是传宗接代的工具，每个人都有每个人的选择
福建,怎么看拿着手机看呗
四川,第一个大爷 简单点讲 就是毫不犹豫地死心塌地地坚持着自己都说不出原因的事
四川,第二个正常点
浙江,我妈接受我是个女同[色][玫瑰][玫瑰][玫瑰][玫瑰]
广西,《我们那个年代比你们这个年代穷多了》《你们比我们幸福多了》《我们连牛奶都没见过》《刚刚六岁就要养三岁的弟弟妹妹》《都是为了你你还不懂幸福》《还不懂努力》《只有学习才有出路》《要是不学习你就在外面工地上的工人一样》《一辈子当一个乞丐》《我们也不想养你了》《你看多少吃的穿的我什么时候吝啬过》《当初为了你不知道花了多少钱》
江苏,我妈说结婚的好处就是每天回到家有个人陪着你说话消遣 两个人在一起没那么孤单
未知,没意义，哪怕很有钱，地球环境越来越恶劣
未知,我喜歡孩子，感謝他，豐富了我的人生经历！[比心][比心]
未知,我身边越来越多人不生孩子只养狗[呲牙]
未知,自己家庭不富裕，没有特别爱孩子，没有稍微高于普通人的能力，没有独立自主的能力，没有时刻可以保持理性和平和的心态，就不要生孩子，不然自己可怜，孩子更可怜[微笑]
未知,能不生就不生
未知,看不清自己才是人生最大的失败。
未知,没有勇气
未知,如果孩子自己可以选择多数不会选出生在我这样的穷苦人家
未知,没钱呗
未知,也不用想这么多
未知,第一条一定要考虑，只是不能自私也不能那么直接教孩子，否则你就等着桑心难过空巢吧！
未知,我身边越来越多的人愿意生孩子
未知,想生就生吧，不想生就不生吧，都得后悔，都会有遗憾，所以就不要互相抨击了
未知,我不愿意结婚
未知,恐惧自己变得不是自己
未知,我想着如果全世界的人都不生孩子，那岂不是人类都灭绝了？[看]
未知,能把自己活成人的样子自己期待的样子就是牛人了，
江苏,“我们那个年代”太经典了[呆无辜]
安徽,最致命的就是不换位思考[难过]
海南,是的，没错，那个时候更穷不照样养。但问题是，我们不是那个时代了啊
山东,你父辈那个时候虽然穷了点！可是你生孩子都不要钱的，看病都没这么贵啊！上学都不要钱的啊！现在为啥都不结婚，不生孩子，因为孩子上不起学的，看不起病的啊！老辈就考虑你的感受了！
贵州,"我：爸结婚有什么好处
我爸：...我也不知道[难过]"
安徽,你们那个年代单位分房子[抠鼻]
重庆,我的儿子只要他不是gay我就心满意足了
四川,所以人到底是为谁而活[疑问]
江苏,你就是茫茫人海中的一粒沙，你迟早要灰飞烟灭，我又不是什么命定传人，还不如快快乐乐过完这一生，
重庆,这几个问题，我一个人舌战群儒，把家里几个舅舅怼的哑口无言，甚至把舅妈拉到我这个战线来了[看]。
浙江,经典《我们那个年代》[微笑]
广东,都在骂他们，时代不同，人生经历不同，思想也不同而已。
湖南,来湖南问，你算是问对地方了，我说不结婚，爸爸妈妈说要把我扫地出门[嘴唇][嘴唇]
江西,只能说以前养孩子的成本非常少[尬笑]而且以前一般都是一个家庭生五六个，这样就有足够的劳动力
IP未知,因为我们把孩子当人养，而不是劳动力
四川,"《我们那个年代》
《这个我说不上》"
河北,我更倾向于孩子的自己选择，但要我提意见得养[看]，不论贫穷或富贵有自己的孩子才是平平淡淡的一生，生活可能会迷茫，但是一家人热热闹闹的过一生才是我想要孩子过的一生
未知,与孩子相处会成长？厉害了
未知,我怕孩子 把他爷爷的孩子吃的苦 再吃一边  而且现在的社会环境  孩子以后怎么办  野狗都知道在环境不合适的时候要减少生育 保全自己 为什么那么多人不知道
未知,我怕当父母时因信息差、认知的局限、面对选择时的手足无措、不能指出在黑暗中奔跑的光明方向、不能给出符合当前正确的学习方法论的捷径、不能给出未来发展趋势并推荐规划和……等等，最终沦为体劳心苦的人力资源。
未知,如果，你觉得生活无聊，没什么好玩的，就生个孩子吧……如果，你还有很多新鲜事物没有去感受，那么………短短几十年
未知,随机开启地狱模式
未知,事实上身边所有人都结婚生子了，只有抖音上有这种不要婚姻孩子的视频
未知,当大家没有生活压力了，自然会生，而且不止生一个，但是可能吗？
未知,花费太多的钱和时间 问题是钱不够 又没时间
未知,其实没任何意义
未知,"因为生娃失业了
搞咩一直推这种东西给我"
未知,我后悔来到这世上
未知,除非出家或是生理原因，不然再大的事业，再潇洒走一回，意义也不是太大。
未知,割了三代了，还让割？
IP未知,第一个橘黄色衣服的男人好像之前杭州碎尸案的那个老头子
湖北,我就不生[翻白眼]
广东,看吧，说不通的[尬笑]
山东,你们那个年代真没多大压力，不就吃饭的问题吗，还有什么问题？
内蒙古,现在年轻人最讨厌的话就是，我们那个时候怎样怎样…
浙江,第一个...穷养就是只是把孩子养大，不在乎孩子的精神诉求和物质需要，这样条件下长大的孩子会变成什么？变成下一个你，碌碌无为过一辈子，继承你的锅碗瓢盆...
甘肃,这老头的眼神
湖南,家里有电饭煲、沙发、马桶…要继承
广东,孝顺的英文是什么
浙江,《那这个我就说不上》
福建,一谈到结婚有什么好处，他们就答不上来[笑哭]
山西,幸亏我没这种爹
河南,现在是2023年，不是你们那个年代[比心][嘴唇][嘴唇][嘴唇]
上海,别总说那个时候年轻人最听不进去就是这句话 那时候跟现在能一样吗？如果我生在这个时代我会选择不婚不育！
上海,他们时代好可怜啊[流泪]第一个老头子真可怜[流泪][流泪]有那种我们会可怜路边的小老鼠的可怜法[流泪]
江西,《这个我说不上》[憨笑]
广东,天天我们那个年代 我们那个年代 坐时光机回去得了[尬笑]
福建,《我们那个年代》[冷漠]……我受不了了
云南,橘衣大爷您再多生几个，您还可以[微笑]
湖北,那一辈的人都是稀里糊涂的活着，他们没往深了想，但是也有好处人心里负担轻
浙江,你们的年代和现在一样吗？[疑问]
广东,想象不到第一个那个人的家庭是咋样[微笑]
湖南,北京上海那些老一辈的采访就说的有水平得多
湖南,我崽今年15了，他将来生不生崽真的无所谓
福建,张口闭口，我们那个年代怎么怎么[尬笑]
江苏,那时候有口吃的就能养，糊到大。现在也准备这么养？[看]
江苏,不要去网暴一个素人吧，这也是他个人想法，想想自己父母，如果因为不当言论，被网暴，你们怎么想
韩国,冒昧地说一下 您那时候生孩子叫圈养 现在叫精养 投入资金不一样
河北,"你…可以不接受
…
你…也可以选择不去理解
…
但你…必须选择去尊重别人的生活选择
…
生育…是个人的权利…而并非义务
…
创造无辜的生命…来替你享受不幸的活着…那才是悲剧"
广东,第一个大爷就是那种典型的自己都活不明白但是却很乐于对别人的生活指指点点的人啊。婚姻有啥好处？不知道！生孩子有啥好处？不知道。不生孩子可不可以？那可不行，不孝呢！
